FunctionName, Calculator,N,Init time (s), Calc.time(s), Calc.Freq(hz), Bytes, MaxError, FirstBlank, Err1, Err2, Err3, Blank
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,8,0,1.2345e+06,810.044,8, 0.367294,,0.367294,0.149197,0.195182,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,12,0,2.28084e+06,438.434,8, 0.233767,,0.233767,0.0900983,0.174079,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,16,0,3.74846e+06,266.776,8, 0.153585,,0.153585,0.0613963,0.0821748,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,20,0,5.65708e+06,176.77,8, 0.0878729,,0.0878729,0.0454035,0.0416644,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,24,0,7.62162e+06,131.206,8, 0.0531433,,0.0531433,0.0374818,0.0454206,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,28,0,9.16082e+06,109.161,8, 0.0674403,,0.0245844,0.0334881,0.0674403,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,32,0,1.12288e+07,89.0566,8, 0.038152,,0.00761796,0.0267163,0.038152,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,36,0,1.25078e+07,79.9502,8, 0.0369925,,0.0369925,0.0235788,0.0164653,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,40,0,1.38569e+07,72.166,8, 0.0393615,,0.0393615,0.0231008,0.0185046,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,44,0,1.86944e+07,53.4921,8, 0.0346895,,0.0346895,0.0174195,0.0128257,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,48,0,2.01672e+07,49.5856,8, 0.027255,,0.0260704,0.0130204,0.027255,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,52,0,2.39907e+07,41.6829,8, 0.0167418,,0.0167418,0.010343,0.0118281,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,56,0,2.80047e+07,35.7083,8, 0.011527,,0.00885515,0.00905567,0.011527,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,60,0,3.27414e+07,30.5424,8, 0.0127955,,0.00413509,0.00998279,0.0127955,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,64,0,3.83415e+07,26.0814,8, 0.0212872,,0.0079256,0.0149508,0.0212872,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,68,0,4.2922e+07,23.2981,8, 0.0119037,,0.0116977,0.0119037,0.00975261,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,72,0,4.81706e+07,20.7595,8, 0.0146339,,0.0146339,0.00843388,0.00630538,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,76,0,5.43819e+07,18.3885,8, 0.0133317,,0.0133317,0.0059213,0.00856843,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,80,0,5.99125e+07,16.691,8, 0.0108089,,0.0108089,0.00566723,0.00536869,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,84,0,6.87482e+07,14.5458,8, 0.00891445,,0.00706216,0.00386435,0.00891445,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,88,0,7.67003e+07,13.0378,8, 0.00476836,,0.00328731,0.0035391,0.00476836,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,92,0,9.24332e+07,10.8186,8, 0.00769382,,0.00244228,0.00571956,0.00769382,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,96,0,1.06548e+08,9.38541,8, 0.00772625,,0.00462636,0.00377473,0.00772625,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,100,0,1.27938e+08,7.81631,8, 0.0104204,,0.00577892,0.00595408,0.0104204,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,104,0,1.36831e+08,7.30826,8, 0.00781052,,0.00780944,0.00465678,0.00781052,
Non-smooth: Wendland CSRBF+Runge,linear interp; trapezoid rule; CPU ,108,0,1.47741e+08,6.7686,8, 0.00722052,,0.00722052,0.00452758,0.00632284,
